Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Demographics,Serialization,Author
Rurouni Kenshin: Meiji Kenkaku Romantan (Rurouni Kenshin: Meiji Swordsman Romantic Story),8.56,47129,104,139,"96,466","7,240",28,259,Finished,"Apr  12, 1994 to Sep  21, 1999","['Action', 'Drama']","['Historical', 'Samurai']",['Shounen'],Shounen Jump (Weekly),"Watsuki, Nobuhiro (Story & Art)"
Skip Beat!,8.56,38797,105,151,"90,515","9,164",Unknown,Unknown,Publishing,"Feb  15, 2002 to ?","['Comedy', 'Drama', 'Romance']","['Love Polygon', 'Showbiz']",['Shoujo'],Hana to Yume,"Nakamura, Yoshiki (Story & Art)"
Otoyomegatari (A Bride's Story),8.56,15981,106,213,"69,972","2,590",Unknown,Unknown,Publishing,"Oct  14, 2008 to ?","['Award Winning', 'Romance']",[],['Seinen'],Aokishi,"Mori, Kaoru (Story & Art)"
Diamond no Ace Act II (Ace of the Diamond Act II),8.56,6986,107,1117,"16,108","1,020",34,309,Finished,"Aug  19, 2015 to Oct  26, 2022",[],"['School', 'Team Sports']",['Shounen'],Shounen Magazine (Weekly),"Terajima, Yuuji (Story & Art)"
Tobaku Datenroku Kaiji: One Poker-hen,8.56,3393,108,2350,"8,305",434,16,155,Finished,"Jun  3, 2013 to Aug  21, 2017",[],"['Adult Cast', 'High Stakes Game', 'Psychological', 'Strategy Game']",['Seinen'],Young Magazine (Weekly),"Fukumoto, Nobuyuki (Story & Art)"
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka? (WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?),8.56,5244,109,691,"25,143",917,5,25,Finished,"Nov  1, 2014 to Apr  1, 2016","['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",[],[],None,"Kareno, Akira (Story), ue (Art)"
Spy x Family,8.55,123626,110,18,"296,164","19,948",Unknown,Unknown,Publishing,"Mar  25, 2019 to ?","['Action', 'Comedy']",[],['Shounen'],Shounen Jump+,"Endou, Tatsuya (Story & Art)"
Souyaku Toaru Majutsu no Index,8.55,789,111,6321,"2,967",132,Unknown,Unknown,Publishing,"Feb  7, 2020 to ?","['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']",[],[],None,"Kamachi, Kazuma (Story), Haimura, Kiyotaka (Art)"
Shingeki no Kyojin (Attack on Titan),8.55,401815,112,2,"646,733","69,040",34,141,Finished,"Sep  9, 2009 to Apr  9, 2021","['Action', 'Award Winning', 'Drama']","['Gore', 'Military', 'Survival']",['Shounen'],Bessatsu Shounen Magazine,"Isayama, Hajime (Story & Art)"
Kidou Senshi Gundam: The Origin (Mobile Suit Gundam: The Origin),8.55,3640,113,1249,"14,906",760,24,112,Finished,"Jun  25, 2001 to Jun  26, 2014","['Action', 'Award Winning', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",['Shounen'],Gundam Ace,"Yasuhiko, Yoshikazu (Story & Art), Tomino, Yoshiyuki (Story)"
One Outs,8.55,11532,114,510,"33,377","1,301",20,175,Finished,"Nov  14, 1998 to Aug  15, 2006",[],"['Adult Cast', 'Psychological', 'Team Sports']",['Seinen'],Business Jump,"Kaitani, Shinobu (Story & Art)"
Kamisama Hajimemashita (Kamisama Kiss),8.54,34973,115,159,"87,566","5,444",25,154,Finished,"Feb  20, 2008 to May  20, 2016","['Comedy', 'Fantasy', 'Romance', 'Supernatural']",[],['Shoujo'],Hana to Yume,"Suzuki, Julietta (Story & Art)"
Kara no Kyoukai: The Garden of Sinners,8.53,2980,116,1114,"16,129",532,2,10,Finished,Oct  1998 to Aug  1999,"['Fantasy', 'Horror', 'Mystery', 'Supernatural']","['Mythology', 'Psychological', 'School']",[],None,"Type-Moon (Story & Art), Nasu, Kinoko (Story), Takeuchi, Takashi (Art)"
Jujutsu Kaisen,8.53,175332,117,12,"389,126","30,698",Unknown,Unknown,Publishing,"Mar  5, 2018 to ?","['Action', 'Supernatural']",[],['Shounen'],Shounen Jump (Weekly),"Akutami, Gege (Story & Art)"
Blue Lock,8.53,71977,118,58,"161,734","12,449",Unknown,Unknown,Publishing,"Aug  1, 2018 to ?","['Award Winning', 'Sports']",[],['Shounen'],Shounen Magazine (Weekly),"Kaneshiro, Muneyuki (Story), Nomura, Yuusuke (Art)"
Given,8.53,22694,119,260,"59,618","4,321",9,58,Finished,"Apr  30, 2013 to Mar  30, 2023","['Boys Love', 'Drama']","['Music', 'School']",[],Cheri+,"Kizu, Natsuki (Story & Art)"
Katanagatari (Katanagatari: Sword Tale),8.53,1445,120,2663,"7,460",195,12,55,Finished,"Jan  9, 2007 to Dec  4, 2007","['Action', 'Adventure', 'Comedy', 'Romance']",[],[],None,"NISIO, ISIN (Story), Take (Art)"
Kakukaku Shikajika (Blank Canvas: My So-Called Artist's Journey),8.53,7165,121,655,"26,425","1,085",5,34,Finished,"Nov  28, 2011 to Jan  28, 2015","['Award Winning', 'Slice of Life']","['Memoir', 'Otaku Culture', 'Visual Arts']",['Josei'],Cocohana,"Higashimura, Akiko (Story & Art)"
Sasaki to Miyano (Sasaki and Miyano),8.53,10662,122,499,"33,894","2,139",Unknown,Unknown,Publishing,"Feb  26, 2016 to ?",[],"['Otaku Culture', 'School']",[],Gene pixiv,"Harusono, Shou (Story & Art)"
Kusuriya no Hitorigoto (The Apothecary Diaries),8.53,14490,123,302,"52,155","2,369",Unknown,Unknown,Publishing,"May  25, 2017 to ?","['Drama', 'Mystery']","['Historical', 'Medical']",['Seinen'],Big Gangan,"Hyuuga, Natsu (Story), Nekokurage (Art), Nanao, Itsuki (Story)"
Monogatari Series: Off Season,8.52,1392,124,3339,"6,000",120,4,155,Finished,"Oct  5, 2015 to Jan  11, 2017","['Comedy', 'Drama', 'Mystery', 'Supernatural']",[],[],None,"NISIO, ISIN (Story), VOFAN (Art)"
Hirayasumi,8.52,2139,125,1873,"10,155",313,Unknown,Unknown,Publishing,"Apr  26, 2021 to ?",[],[],['Seinen'],Big Comic Spirits,"Shinzou, Keigo (Story & Art)"
Fruits Basket,8.52,72434,126,76,"141,147","14,486",23,136,Finished,"Jul  18, 1998 to Nov  20, 2006","['Award Winning', 'Drama', 'Romance', 'Supernatural']","['Love Polygon', 'School']",['Shoujo'],Hana to Yume,"Takaya, Natsuki (Story & Art)"
Baccano!,8.52,2669,127,914,"19,268",479,22,Unknown,On Hiatus,"Feb  10, 2003 to Aug  10, 2016","['Action', 'Fantasy', 'Mystery']",[],[],None,"Narita, Ryohgo (Story), Enami, Katsumi (Art)"
Watashitachi no Shiawase na Jikan,8.52,54195,128,108,"114,454","4,828",1,8,Finished,"Mar  28, 2008 to Aug  22, 2008","['Drama', 'Romance']","['Music', 'Psychological']",['Seinen'],Comic Bunch,"Yumeka, Sumomo (Art)"
Sakamichi no Apollon,8.52,10655,129,577,"29,512",975,9,45,Finished,"Sep  28, 2007 to Jan  28, 2012","['Award Winning', 'Drama', 'Romance']","['Love Polygon', 'Music', 'School']",['Josei'],Flowers (Monthly),"Kodama, Yuki (Story & Art)"
Tokyo Ghoul,8.52,267904,130,5,"492,861","44,472",14,144,Finished,"Sep  8, 2011 to Sep  18, 2014","['Action', 'Fantasy', 'Horror']","['Gore', 'Psychological']",['Seinen'],Young Jump,"Ishida, Sui (Story & Art)"
Steins;Gate,8.52,3176,131,1540,"12,585",193,5,17,Finished,"Jun  30, 2011 to May  31, 2012","['Sci-Fi', 'Suspense']",[],[],None,"Sakai, Kyuuta (Art), Miwa, Kiyomune (Story)"
Bungou Stray Dogs (Bungo Stray Dogs),8.52,27035,132,157,"88,304","6,025",Unknown,Unknown,Publishing,"Dec  4, 2012 to ?","['Action', 'Mystery', 'Supernatural']",[],['Seinen'],Young Ace,"Asagiri, Kafka (Story), Harukawa35 (Art)"
Umineko no Naku Koro ni,8.52,1721,133,3266,"6,132",502,8,Unknown,Finished,"Jul  1, 2009 to Aug  3, 2010","['Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Suspense']",[],[],None,"Ryukishi07 (Story), Tomohi (Art)"
The Fable,8.52,11664,134,400,"41,314","1,241",22,240,Finished,"Nov  1, 2014 to Nov  18, 2019","['Award Winning', 'Comedy']",[],['Seinen'],Young Magazine (Weekly),"Minami, Katsuhisa (Story & Art)"
Bakemonogatari,8.51,10405,135,465,"35,957","1,702",22,Unknown,Finished,"Mar  14, 2018 to Mar  15, 2023","['Action', 'Comedy', 'Drama', 'Mystery', 'Romance', 'Supernatural']",[],['Shounen'],Shounen Magazine (Weekly),"Oh! Great (Art), NISIO, ISIN (Story)"
19 Tian,8.51,3027,136,2532,"7,777",616,Unknown,Unknown,Publishing,"Oct  19, 2018 to ?","['Boys Love', 'Comedy']",[],[],None,Old Xian (Story & Art)
Medalist,8.51,1422,137,1976,"9,641",207,Unknown,Unknown,Publishing,"May  25, 2020 to ?","['Award Winning', 'Drama', 'Sports']",[],['Seinen'],Afternoon,Tsurumaikada (Story & Art)
Fate/Zero,8.51,8304,138,641,"27,047",944,4,18,Finished,"Dec  29, 2006 to Dec  29, 2007","['Action', 'Fantasy', 'Supernatural']",[],[],None,"Takeuchi, Takashi (Art), Urobuchi, Gen (Story)"
Ping Pong,8.51,6300,139,872,"20,077",656,5,55,Finished,1996 to  1997,"['Drama', 'Sports']",[],['Seinen'],Big Comic Spirits,"Matsumoto, Taiyou (Story & Art)"
Ouran Koukou Host Club (Ouran High School Host Club),8.50,59310,140,92,"125,957","8,034",18,87,Finished,"Jul  24, 2002 to Sep  24, 2010","['Comedy', 'Drama', 'Romance']","['Crossdressing', 'Reverse Harem', 'School']",['Shoujo'],LaLa,"Hatori, Bisco (Story & Art)"
Tensei shitara Slime Datta Ken (That Time I Got Reincarnated as a Slime),8.50,14762,141,441,"37,902","2,057",Unknown,Unknown,Publishing,"May  30, 2014 to ?",[],"['Isekai', 'Reincarnation']",[],None,"Mitz Vah (Art), Fuse (Story)"
Berserk: Shinen no Kami 2,8.50,9188,142,1021,"17,497",115,Unknown,1,Finished,"Jul  12, 1996",[],[],['Seinen'],Young Animal,"Miura, Kentarou (Story & Art)"
Kimi no Suizou wo Tabetai (I Want to Eat Your Pancreas),8.50,21971,143,387,"42,335","1,704",2,10,Finished,"Aug  25, 2016 to May  25, 2017",[],[],[],Monthly Action,"Kirihara, Idumi (Art), Sumino, Yoru (Story)"
Umineko no Naku Koro ni Chiru - Episode 5: End of the Golden Witch (Umineko WHEN THEY CRY Episode 5: End of the Golden Witch),8.50,6525,144,1339,"14,150",464,6,27,Finished,"Oct  22, 2010 to Nov  22, 2012","['Drama', 'Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Suspense']",[],['Shounen'],Gangan Joker,"Ryukishi07 (Story), Akitaka (Art)"
Spirit Circle,8.50,17844,145,372,"43,649","2,279",6,45,Finished,"May  30, 2012 to Mar  30, 2016","['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Supernatural']",[],['Seinen'],Young King OURs,"Mizukami, Satoshi (Story & Art)"
Yagate Kimi ni Naru: Saeki Sayaka ni Tsuite (Bloom into You: Regarding Saeki Sayaka),8.50,1740,146,3050,"6,522",219,3,9,Finished,"Nov  10, 2018 to Mar  10, 2020","['Drama', 'Girls Love']",[],[],None,"Iruma, Hitoma (Story), Nakatani, Nio (Art)"
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken (The Angel Next Door Spoils Me Rotten),8.49,4849,147,984,"17,963","1,093",Unknown,Unknown,Publishing,"Jun  14, 2019 to ?","['Comedy', 'Romance']",[],[],None,"Kazutake, Hazano (Art), Hanekoto (Art), Saeki-san (Story)"
JoJo no Kimyou na Bouken Part 9: The JoJoLands (JoJo's Bizarre Adventure Part 9: The JoJoLands),8.49,7835,148,516,"33,081",545,Unknown,Unknown,Publishing,"Feb  17, 2023 to ?","['Action', 'Adventure', 'Supernatural']",[],['Seinen'],Ultra Jump,"Araki, Hirohiko (Story & Art)"
Chikan Otoko,8.49,23398,149,341,"46,718","2,884",Unknown,21,Finished,2004,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",[],[],None,"Yokota, Takuma (Story & Art)"
Vanitas no Karte (The Case Study of Vanitas),8.49,14707,150,247,"62,511","3,517",Unknown,Unknown,Publishing,"Dec  22, 2015 to ?","['Fantasy', 'Supernatural']","['Historical', 'Vampire']",['Shounen'],Gangan Joker,"Mochizuki, Jun (Story & Art)"
Shimanami Tasogare (Our Dreams at Dusk: Shimanami Tasogare),8.49,21487,151,259,"59,621","3,498",4,23,Finished,"Mar  6, 2015 to May  23, 2018","['Drama', 'Slice of Life']",[],['Seinen'],HiBaNa,"Kamatani, Yuhki (Story & Art)"
Bastard,8.48,68936,152,83,"131,519","6,558",5,94,Finished,"Jul  4, 2014 to May  6, 2016","['Drama', 'Horror', 'Mystery', 'Romance']","['Gore', 'Psychological']",[],Naver Webtoon,"Kim, Carnby (Story), Hwang, Young-chan (Art)"
blanc (Classmates: blanc),8.48,2895,153,2524,"7,785",163,2,12,Finished,"Feb  28, 2018 to Sep  16, 2020","['Boys Love', 'Drama', 'Slice of Life']",[],[],Opera,"Nakamura, Asumiko (Story & Art)"
Cross Game,8.48,8527,154,851,"20,823",841,17,170,Finished,"Sep  2, 2005 to Feb  17, 2010","['Award Winning', 'Comedy', 'Drama', 'Romance', 'Sports']","['School', 'Team Sports']",['Shounen'],Shounen Sunday,"Adachi, Mitsuru (Story & Art)"
Rainbow: Nisha Rokubou no Shichinin,8.48,8788,155,496,"33,990",912,22,235,Finished,"Nov  21, 2002 to Jan  4, 2010","['Award Winning', 'Drama']","['Delinquents', 'Historical', 'Psychological']",['Seinen'],Young Sunday (Weekly),"Abe, George (Story), Kakizaki, Masasumi (Art)"
Billy Bat,8.48,16244,156,251,"62,091","2,105",20,165,Finished,"Oct  16, 2008 to Aug  18, 2016","['Drama', 'Mystery', 'Supernatural']","['Detective', 'Historical', 'Psychological']",['Seinen'],Morning,"Urasawa, Naoki (Story & Art), Nagasaki, Takashi (Story)"
Blue Giant,8.48,3899,157,939,"18,826",427,10,80,Finished,"May  10, 2013 to Aug  25, 2016",[],[],['Seinen'],Big Comic,"Ishizuka, Shinichi (Story & Art)"
Dungeon Meshi (Delicious in Dungeon),8.48,15901,158,261,"59,332","2,807",14,102,Finished,"Feb  15, 2014 to Sep  15, 2023","['Comedy', 'Fantasy', 'Gourmet']",[],['Seinen'],Harta,"Kui, Ryoko (Story & Art)"
Kusuriya no Hitorigoto (The Apothecary Diaries),8.48,1378,159,2717,"7,294",279,Unknown,Unknown,Publishing,"Aug  29, 2014 to ?","['Drama', 'Mystery']",[],[],None,"Hyuuga, Natsu (Story), Shino, Touko (Art)"
"Ohayou, Ibarahime (Wake Up, Sleeping Beauty)",8.48,11142,160,484,"34,434","1,112",6,26,Finished,"Nov  22, 2014 to May  24, 2017","['Romance', 'Supernatural']",[],['Shoujo'],Dessert,"Morino, Megumi (Story & Art)"
Eyeshield 21,8.47,35403,161,195,"75,524","4,367",37,333,Finished,"Jul  23, 2002 to Jun  15, 2009",[],[],['Shounen'],Shounen Jump (Weekly),"Inagaki, Riichiro (Story), Murata, Yusuke (Art)"
Glass no Kamen,8.47,2666,162,1708,"11,292",390,49,Unknown,On Hiatus,"Jan  1976 to May  26, 2012","['Drama', 'Romance']","['Performing Arts', 'Showbiz']",['Shoujo'],Bessatsu Hana to Yume,"Miuchi, Suzue (Story & Art)"
Kyou kara Ore wa!!,8.47,5846,163,857,"20,554",951,38,366,Finished,1988 to Oct  1997,"['Action', 'Comedy']","['Delinquents', 'School']",['Shounen'],Shounen Sunday,"Nishimori, Hiroyuki (Story & Art)"
Kami nomi zo Shiru Sekai,8.47,56190,164,117,"108,817","9,221",26,271,Finished,"Apr  9, 2008 to Apr  23, 2014","['Comedy', 'Fantasy', 'Romance', 'Supernatural']","['Harem', 'Otaku Culture', 'School']",['Shounen'],Shounen Sunday,"Wakaki, Tamiki (Story & Art)"
JoJo no Kimyou na Bouken Part 8: JoJolion,8.47,68079,165,75,"145,306","7,741",27,110,Finished,"May  19, 2011 to Aug  19, 2021","['Action', 'Adventure', 'Award Winning', 'Mystery', 'Supernatural']",[],['Seinen'],Ultra Jump,"Araki, Hirohiko (Story & Art)"
Hinamatsuri,8.47,17197,166,296,"53,029","2,028",19,117,Finished,"Jun  15, 2010 to Jul  15, 2020","['Comedy', 'Supernatural']","['Childcare', 'Organized Crime']",['Seinen'],Harta,"Ohtake, Masao (Story & Art)"
Umineko no Naku Koro ni Chiru,8.46,1010,167,5384,"3,545",177,7,Unknown,Finished,"Jul  13, 2012 to Sep  30, 2018","['Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Suspense']",[],[],None,"Ryukishi07 (Story), Tomohi (Art)"
Yuukoku no Moriarty (Moriarty the Patriot),8.46,8732,168,494,"34,127","2,066",Unknown,Unknown,Publishing,"Aug  4, 2016 to ?","['Mystery', 'Suspense']","['Adult Cast', 'Historical', 'Psychological']",['Shounen'],Jump SQ.,"Takeuchi, Ryousuke (Story), Miyoshi, Hikaru (Art)"
Kimi wa Houkago Insomnia (Insomniacs After School),8.46,11587,169,383,"43,030","1,416",14,125,Finished,"May  20, 2019 to Aug  21, 2023",[],[],['Seinen'],Big Comic Spirits,"Ojiro, Makoto (Story & Art)"
Yubisaki to Renren (A Sign of Affection),8.46,8877,170,450,"37,192","1,582",Unknown,Unknown,Publishing,"Jul  24, 2019 to ?",[],[],['Shoujo'],Dessert,"Morishita, Suu (Story & Art)"
Mo Dao Zu Shi (Grandmaster of Demonic Cultivation: Mo Dao Zu Shi),8.46,3843,171,1617,"11,914",618,Unknown,260,Finished,"Dec  8, 2017 to Oct  26, 2022","['Action', 'Adventure', 'Boys Love', 'Mystery', 'Supernatural']",[],[],Kuaikan Manhua,"Mo Xiang Tong Xiu (Story), Luo Di Cheng Qiu (Art)"
Fullmetal Alchemist,8.46,5906,172,1079,"16,756",489,7,35,Finished,"Feb  2003 to Apr  22, 2010","['Action', 'Adventure', 'Drama', 'Fantasy']",[],['Shounen'],None,"Arakawa, Hiromu (Art), Inoue, Makoto (Story)"
Usogui,8.46,5644,173,520,"32,720","1,185",49,541,Finished,"May  11, 2006 to Dec  21, 2017",[],"['High Stakes Game', 'Psychological', 'Strategy Game']",['Seinen'],Young Jump,"Sako, Toshio (Story & Art)"
Holyland,8.45,30768,174,171,"83,801","3,802",18,182,Finished,"Oct  13, 2000 to May  23, 2008",[],"['Delinquents', 'Martial Arts', 'Psychological']",['Seinen'],Young Animal,"Mori, Kouji (Story & Art)"
Ookami to Koushinryou (Spice & Wolf),8.45,13435,175,410,"40,276","2,108",16,108,Finished,"Sep  27, 2007 to Dec  27, 2017","['Adventure', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Adult Cast', 'Historical']",['Seinen'],Dengeki Maoh,"Koume, Keito (Art), Hasekura, Isuna (Story)"
Bungou Stray Dogs (Bungo Stray Dogs),8.45,2416,176,1827,"10,498","1,411",Unknown,Unknown,Publishing,"Apr  1, 2014 to ?","['Action', 'Mystery', 'Supernatural']",[],[],None,"Asagiri, Kafka (Story), Harukawa35 (Art), Ganjii (Art), Iwahata, Hiro (Story)"
No Game No Life,8.45,15183,177,262,"59,231","2,361",Unknown,Unknown,Publishing,"Apr  25, 2012 to ?","['Comedy', 'Fantasy', 'Ecchi']","['Isekai', 'Strategy Game']",[],None,"Kamiya, Yuu (Story & Art)"
Here U Are,8.45,13259,178,642,"26,951","1,390",Unknown,156,Finished,"Nov  22, 2017 to Dec  15, 2020","['Boys Love', 'Drama', 'Slice of Life']",[],[],None,D Jun (Story & Art)
Who Made Me a Princess,8.45,23078,179,328,"48,385","2,803",9,125,Finished,"Dec  20, 2017 to Apr  30, 2022","['Comedy', 'Fantasy', 'Romance']",[],[],None,"Plutus (Story), Spoon (Art)"
Nan Hao Shang Feng,8.45,4772,180,1491,"12,892",403,Unknown,Unknown,Publishing,"Apr  30, 2021 to ?",[],[],[],None,Brownie (Story & Art)
21st Century Boys,8.44,45809,181,156,"88,351",866,2,16,Finished,"Dec  25, 2006 to Jul  14, 2007","['Award Winning', 'Drama', 'Mystery', 'Sci-Fi']",[],['Seinen'],Big Comic Spirits,"Urasawa, Naoki (Story & Art)"
Doraemon,8.44,7126,182,1325,"14,291",898,45,821,Finished,Dec  1969 to  1996,"['Adventure', 'Award Winning', 'Comedy', 'Sci-Fi', 'Slice of Life']","['Anthropomorphic', 'School']","['Kids', 'Shounen']",None,"Fujiko, Fujio F. (Story & Art)"
Barakamon,8.44,11668,183,406,"40,593","1,419",20,150,Finished,"Feb  22, 2008 to Jul  12, 2023","['Comedy', 'Slice of Life']","['Childcare', 'Iyashikei', 'Visual Arts']",['Shounen'],Shounen Gangan,"Yoshino, Satsuki (Story & Art)"
Tomodachi Game,8.44,23835,184,218,"68,802","3,845",Unknown,Unknown,Publishing,"Dec  9, 2013 to ?",[],"['High Stakes Game', 'Psychological', 'Strategy Game']",['Shounen'],Bessatsu Shounen Magazine,"Yamaguchi, Mikoto (Story), Satou, Yuuki (Art)"
Adachi to Shimamura (Adachi and Shimamura),8.44,2245,185,1948,"9,789",526,Unknown,Unknown,Publishing,"Oct  10, 2012 to ?","['Girls Love', 'Slice of Life']",[],[],Dengeki Bunko Magazine,"Iruma, Hitoma (Story), Ousaka, Nozomi (Art)"
Kage no Jitsuryokusha ni Naritakute! (The Eminence in Shadow),8.44,5958,186,812,"21,647","1,191",Unknown,Unknown,Publishing,"Nov  5, 2018 to ?","['Action', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",[],None,"Touzai (Art), Aizawa, Daisuke (Story)"
Shimeji Simulation,8.44,3608,187,1112,"16,183",860,5,49,Finished,"Jan  26, 2019 to Nov  27, 2023",[],[],[],Comic Cune,Tsukumizu (Story & Art)
Gekkan Shoujo Nozaki-kun (Monthly Girls' Nozaki-kun),8.44,23012,188,186,"79,197","3,893",Unknown,Unknown,Publishing,"Aug  25, 2011 to ?","['Comedy', 'Romance']","['Otaku Culture', 'School']",[],Gangan Online,"Tsubaki, Izumi (Story & Art)"
Umineko no Naku Koro ni Chiru - Episode 6: Dawn of the Golden Witch (Umineko WHEN THEY CRY Episode 6: Dawn of the Golden Witch),8.43,5626,189,1571,"12,320",256,6,26,Finished,"Nov  18, 2010 to Nov  17, 2012","['Drama', 'Horror', 'Mystery', 'Supernatural']",[],['Shounen'],GFantasy,"Ryukishi07 (Story), Momoyama, Hinase (Art)"
Mahoutsukai no Yoru (Witch on the Holy Night),8.43,589,190,4176,"4,724",132,1,8,Finished,"Apr  12, 2012","['Mystery', 'Supernatural']",[],[],None,"Nasu, Kinoko (Story)"
Horimiya,8.43,148562,191,16,"331,533","25,072",17,139,Finished,"Oct  18, 2011 to Mar  18, 2021",[],[],['Shounen'],GFantasy,"Hagiwara, Daisuke (Art), HERO (Story)"
Mugen no Juunin (Blade of the Immortal),8.43,18411,192,185,"79,711","2,997",30,207,Finished,"Jun  25, 1993 to Dec  25, 2012","['Action', 'Adventure', 'Drama', 'Supernatural']","['Historical', 'Martial Arts', 'Samurai']",['Seinen'],Afternoon,"Samura, Hiroaki (Story & Art)"
Youjo Senki (The Saga of Tanya the Evil),8.43,4964,193,768,"22,728",947,Unknown,Unknown,Publishing,"Oct  31, 2013 to ?","['Action', 'Fantasy']","['Isekai', 'Military', 'Reincarnation']",[],None,"Shinotsuki, Shinobu (Art), Zen, Carlo (Story)"
Omniscient Reader,8.43,42353,194,137,"98,174","4,906",Unknown,Unknown,Publishing,"May  26, 2020 to ?","['Action', 'Adventure', 'Fantasy']",[],[],Naver Webtoon,"sing N song (Story), Sleepy-C (Art)"
Hirano to Kagiura (Hirano and Kagiura),8.42,2500,195,2199,"8,827",380,Unknown,Unknown,Publishing,"Mar  15, 2019 to ?","['Boys Love', 'Slice of Life']",[],['Josei'],Comic Gene,"Harusono, Shou (Story & Art)"
Tobaku Mokushiroku Kaiji (Gambling Apocalypse Kaiji),8.42,5438,196,918,"19,218",475,13,158,Finished,"Feb  10, 1996 to Jul  26, 1999","['Award Winning', 'Drama']","['Adult Cast', 'High Stakes Game', 'Strategy Game']",['Seinen'],Young Magazine (Weekly),"Fukumoto, Nobuyuki (Story & Art)"
Toaru Majutsu no Index (A Certain Magical Index),8.42,9532,197,569,"29,823","1,872",22,133,Finished,"Apr  10, 2004 to Oct  10, 2010","['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']",[],[],None,"Kamachi, Kazuma (Story), Haimura, Kiyotaka (Art)"
The Boxer,8.42,16996,198,480,"34,569","1,430",Unknown,123,Finished,"Dec  4, 2019 to May  4, 2022","['Drama', 'Sports']",[],[],Naver Webtoon,"Jeong, Ji-Hoon (Story & Art)"
Innocent Rouge,8.42,7245,199,631,"27,538",839,12,88,Finished,"May  20, 2015 to Jan  8, 2020",[],[],['Seinen'],Grand Jump,"Sakamoto, Shinichi (Story & Art)"
Dragon Ball,8.41,95156,200,65,"156,157","14,354",42,520,Finished,"Nov  20, 1984 to May  23, 1995","['Action', 'Adventure', 'Comedy', 'Sci-Fi']","['Martial Arts', 'Super Power']",['Shounen'],Shounen Jump (Weekly),"Toriyama, Akira (Story & Art)"
